Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
EMS responses to suspected opioid-related overdoses,British Columbia,2017,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2017,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2018,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2019,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2020,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2021,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2022,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,30 to 39 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,30 to 39 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,40 to 49 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,40 to 49 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,50 to 59 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,50 to 59 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,60 years or more,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2023,60 years or more,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2024,0 to 19 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2024,0 to 19 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2024,20 to 29 years,Female,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
EMS responses to suspected opioid-related overdoses,British Columbia,2024,20 to 29 years,Male,Opioids,Emergency Medical Services (EMS),Age group by sex,59.0,By year,Number,0.0
